run_id,source,image_name,wavelet,levels,y_thresh,c_thresh,y_quant,c_quant,chromasub,psnr_rgb,ssim_rgb,psnr_grey,ssim_grey,psnr_r,psnr_g,psnr_b,ssim_r,ssim_g,ssim_b,mae_rgb,max_abs_error,compression_ratio,bits_per_pixel,job_size_bytes,runtime_seconds,y_total_values,cb_total_values,cr_total_values,y_encoded_count,cb_encoded_count,cr_encoded_count
sweep_in_memory_IMG_5138_20260319_211912_125152_31c03c14,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,8,8,04:02:00,34.23913377548018,0.8027522007724227,35.109251019484795,0.8181330079073394,34.531733838132915,35.02340127307592,33.3387699549609,0.8162078760821415,0.8153911501859498,0.776657576049177,3.824813665499636,182,1.0116457048919902,23.72414861006131,36157880,14.748219791999873,12291904,3097936,3097936,11995055,3064702,3019139
sweep_in_memory_IMG_5138_20260319_211913_130332_83f198f5,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,7,7,04:02:02,29.995153915621906,0.6666655714017239,35.97621081411207,0.8729830962073337,30.01059155577032,33.63527039385023,28.033264607880326,0.6503863271195803,0.825055604256368,0.5245547828292233,5.905286040599368,191,0.7598549412867679,31.58554579239103,48139404,17.551044749999164,12291904,6167296,6167296,11995055,6088817,5985786
sweep_in_memory_IMG_5138_20260319_211915_098334_cd79a651,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,8,8,04:02:02,34.69139250968561,0.8155723667489716,35.106828408672726,0.8183411653671194,34.67288330333107,34.924785746194914,34.48756722385825,0.8204509582304417,0.8100678669828477,0.8161982750336253,3.662995911456146,182,0.7598549412867679,31.58554579239103,48139404,18.06679933400028,12291904,6167296,6167296,11995055,6088817,5985786
sweep_in_memory_IMG_5138_20260319_211919_475607_3f644443,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,9,9,04:02:00,39.593947765015976,0.9540187485717752,41.94446354995107,0.9644400363511328,39.50077537966947,42.34296638026376,37.988331967040565,0.9555923924681237,0.9651966937464808,0.941267159500721,1.9074442871927577,177,1.0116457048919902,23.72414861006131,36157880,19.21145691700076,12291904,3097936,3097936,11995055,3064702,3019139
sweep_in_memory_IMG_5138_20260319_211919_803179_0a9695ab,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,8,8,04:04:04,33.81615570924335,0.8039991175486539,35.1048421197704,0.8158593490879672,31.496787838447627,35.83951853524853,35.5775437313742,0.6846209297524609,0.8509740066957369,0.876402416197764,3.9172936503562332,180,0.5085431128452425,47.19449037330982,71928934,24.02574841600017,12291904,12291904,12291904,11995055,12095949,11873419
sweep_in_memory_IMG_5138_20260319_211920_120646_3edeacfa,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,9,9,04:02:02,39.51660700686933,0.9478462036943931,41.87111049898636,0.9627360547223303,38.70320107820492,42.11827355409678,38.56599984823001,0.9324172740015911,0.9640495760525779,0.9470717610290103,1.9132158232377312,177,0.7598549412867679,31.58554579239103,48139404,20.15408050000042,12291904,6167296,6167296,11995055,6088817,5985786
sweep_in_memory_IMG_5138_20260319_211922_572460_6484428d,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,9,9,04:04:04,40.42072063368646,0.9575514560546514,41.977624749546536,0.9652516165497681,38.60540532771267,43.01086474426774,40.73447937445629,0.9252913696056024,0.9727999132600761,0.9745630852982757,1.7429144883261947,177,0.5085431128452425,47.19449037330982,71928934,24.790714624999964,12291904,12291904,12291904,11995055,12095949,11873419
sweep_in_memory_IMG_5138_20260319_211922_848153_f7216836,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,10,10,04:02:02,42.64479888390801,0.9869973401251185,46.09822965291421,0.9937436357625078,42.48699988741584,47.719152372550894,40.46433723902784,0.9894667235067993,0.9941880844390827,0.9773372124294737,1.323862090489488,177,0.7598549412867679,31.58554579239103,48139404,22.538075082999967,12291904,6167296,6167296,11995055,6088817,5985786
sweep_in_memory_IMG_5138_20260319_211925_683819_7d1d077e,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,10,10,04:04:04,43.49324188593801,0.9865379361580441,46.17834543109594,0.9938308028723826,42.55846865198759,47.471559303228375,42.15867867490275,0.9848119595646934,0.9931032298287047,0.9816986190807342,1.257481238058495,177,0.5085431128452425,47.19449037330982,71928934,25.375338249999913,12291904,12291904,12291904,11995055,12095949,11873419
sweep_in_memory_IMG_5138_20260319_211928_770938_749adf10,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,10,10,04:02:00,41.97766214802051,0.9838690852297419,46.06077940635301,0.9935508339373837,41.623936723420165,47.24255577338286,39.88887916263292,0.9828784874419205,0.9934334846143181,0.9752952836329875,1.3988134879080234,176,1.0116457048919902,23.72414861006131,36157880,19.436140792000515,12291904,3097936,3097936,11995055,3064702,3019139
sweep_in_memory_IMG_5138_20260319_211942_545785_7961c53d,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,11,11,04:02:02,43.58466000013915,0.9931511638717431,46.81160062184138,0.9960025397284082,42.8855970142451,49.403547559889645,41.64376299184553,0.9918831196031878,0.9967713456227545,0.9907990263892871,1.2092185575361831,177,0.7598549412867679,31.58554579239103,48139404,29.22369391599932,12291904,6167296,6167296,11995055,6088817,5985786
sweep_in_memory_IMG_5138_20260319_211942_945701_dfbff28b,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,11,11,04:02:00,42.86505762888521,0.9925231393485442,46.78882018805396,0.9960398948084223,42.50411300015581,49.186653172935834,40.61176330902539,0.991671811215851,0.9967774674379829,0.9891201393917989,1.2657543663041348,177,1.0116457048919902,23.72414861006131,36157880,27.680388291999407,12291904,3097936,3097936,11995055,3064702,3019139
sweep_in_memory_IMG_5138_20260319_211946_041569_8ed93443,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.01,0.01,4,4,04:02:02,25.8388869094837,0.722274036536501,26.67071079726896,0.7695296260976959,26.072921807252484,26.338870109329207,25.189787135072685,0.7380372255014906,0.7566842829109743,0.6721006011970382,9.085577450501805,195,15.107920194219508,1.5885994058117074,2421178,22.86597195899958,12291904,6167296,6167296,919004,168103,123438
sweep_in_memory_IMG_5138_20260319_211951_230846_92a6f6b2,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,12,12,04:02:00,43.14454753713767,0.9936341381685342,47.441435131377034,0.9971798130113169,42.78953435102111,50.30163925288241,40.78324983470574,0.992768468140338,0.997986545725991,0.9901474006392734,1.2138831805870496,178,1.0116457048919902,23.72414861006131,36157880,30.92438166700049,12291904,3097936,3097936,11995055,3064702,3019139
sweep_in_memory_IMG_5138_20260319_211951_361243_76fa27f9,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.0,0.0,11,11,04:04:04,44.23638565218589,0.9925952133255668,46.83530939833063,0.9957738625270874,42.995137109990765,50.00849353842788,42.76134898761072,0.990542664583845,0.9968011831025826,0.990441792290273,1.1717445401514515,177,0.5085431128452425,47.19449037330982,71928934,38.97247908300051,12291904,12291904,12291904,11995055,12095949,11873419
sweep_in_memory_IMG_5138_20260319_211952_130873_f94b17f5,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,3,0.01,0.01,4,4,04:04:04,25.739988054814557,0.7108292543001297,26.686854588948087,0.7590393699825567,25.500035641986244,26.359696795528297,25.421162897941244,0.6773965826574025,0.751966384002642,0.7031247962403441,9.466455798497382,204,13.019352331163617,1.843442932728647,2809584,29.453729458000453,12291904,12291904,12291904,919004,268017,217727
