run_id,source,image_name,wavelet,levels,y_thresh,c_thresh,y_quant,c_quant,chromasub,psnr_rgb,ssim_rgb,psnr_grey,ssim_grey,psnr_r,psnr_g,psnr_b,ssim_r,ssim_g,ssim_b,mae_rgb,max_abs_error,compression_ratio,bits_per_pixel,job_size_bytes,runtime_seconds,y_total_values,cb_total_values,cr_total_values,y_encoded_count,cb_encoded_count,cr_encoded_count
sweep_in_memory_IMG_5138_20260319_214849_555394_af956f33,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,4,4,04:04:04,21.216691957996968,0.5530999082986493,21.40776246840584,0.579531478501773,21.287876774124168,21.206739640310385,21.1564705555362,0.5301067680488323,0.5617480409065139,0.5674449159406018,14.013054842564598,255,133.18683095206887,0.18020124716553287,274644,16.574791458000618,12300049,12300049,12300049,34090,51594,51594
sweep_in_memory_IMG_5138_20260319_214850_982114_3d087bc1,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,4,4,04:02:00,21.076058039539895,0.5585672745574982,21.3180721076245,0.5550846170634208,21.16304252323244,21.089337493265973,20.977799669251674,0.5267627840926228,0.53742964814929,0.611509391430582,14.243236455140183,251,296.60864065388733,0.08091616276140086,123324,13.998233333000826,12300049,3101844,3101844,34090,13764,13764
sweep_in_memory_IMG_5138_20260319_214851_763810_5c6e0517,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,4,4,04:02:02,21.094050070475696,0.5619063896343174,21.339461012840424,0.5702878155240888,21.174655501786766,21.082525747695513,21.02625952807645,0.539201614525545,0.5343795412980442,0.6121380130793631,14.295791461517735,254,209.48711428767783,0.11456758629377677,174612,15.101738207999006,12300049,6173173,6173173,34090,26586,26586
sweep_in_memory_IMG_5138_20260319_214853_445589_fcfe0d60,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,5,5,04:04:04,21.477993795695763,0.5672834008488986,21.51594265066397,0.5740872195311925,21.544432946940006,21.321166207957933,21.572780736647545,0.544213028381583,0.5434294780342218,0.6142076961308911,12.71676795075026,255,133.18489120619847,0.18020387167212565,274648,16.13826033300029,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214855_114691_b080f024,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,5,5,04:02:02,21.444469200728843,0.5586613904495098,21.51819197863615,0.5755764727053443,21.51844990978401,21.32019255446648,21.497509487653986,0.5489055436690969,0.5518536797442172,0.5752249479352152,12.822162941179558,253,209.4823154808265,0.11457021080036953,174616,14.434059625000373,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214855_314270_c8c0dace,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,5,5,04:02:00,21.416049259462724,0.557838776848706,21.524746903534293,0.5608426466883397,21.48903695035463,21.327273930700436,21.43339494056899,0.5520561360207291,0.544081845088804,0.5773783494365848,12.853264984620392,253,296.5990204981837,0.08091878726799362,123328,14.224088041000869,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214858_706828_242cc3c5,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,6,6,04:04:04,21.548319942442124,0.569782016951156,21.57118645976079,0.5763680511850064,21.59773553987858,21.361103686998113,21.692873807567796,0.5468829995450323,0.5548863950212504,0.6075766562871854,12.267524896725666,253,133.18489120619847,0.18020387167212565,274648,16.944097875000807,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214859_470697_4d27ea66,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,6,6,04:02:00,21.486563869588508,0.5706240944567939,21.55851246066822,0.5700619463516879,21.564456486484723,21.358471148584858,21.539689670606972,0.5485489707038328,0.5484048335075841,0.6149184791589645,12.312796077149995,251,296.5990204981837,0.08091878726799362,123328,13.264787582998906,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214859_555926_b2cafa96,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,6,6,04:02:02,21.510276590537757,0.570994751675925,21.55307312020166,0.5611763193426595,21.582403142143157,21.351875543737936,21.601012137471148,0.5554709379303501,0.5420097941980084,0.6155035228994166,12.311879249513591,251,209.4823154808265,0.11457021080036953,174616,14.263384290999966,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214903_400783_a12aaed2,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,7,7,04:04:04,21.566620817372883,0.5720465784221527,21.575891849100408,0.5702969219399239,21.613663735489656,21.37037045218435,21.723379153156664,0.5479122535682633,0.5503747588326279,0.6178527228655667,12.107986909398534,254,133.18489120619847,0.18020387167212565,274648,17.18864379200022,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214903_589143_a9e5cd17,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,7,7,04:02:02,21.54125094801007,0.5692443828424545,21.57587372180683,0.5645170112505912,21.592795040269507,21.36532585682549,21.671481652602974,0.5475156204581115,0.5439635404099187,0.6162539876593333,12.080279801928487,253,209.4823154808265,0.11457021080036953,174616,14.02682412499962,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214904_692823_b36b5420,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,7,7,04:02:00,21.5155111819247,0.5701996781934754,21.57391589121721,0.5651609493348648,21.584521432423244,21.362977805885603,21.603168705152413,0.5512721969430944,0.5442432137486742,0.6150836238886578,12.105514788219814,253,296.5990204981837,0.08091878726799362,123328,13.70576316700135,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214909_074475_6f05e0f9,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,8,8,04:02:02,21.538393148119837,0.5692191474441144,21.577000215974678,0.5636281894014213,21.600731383516937,21.367147245365913,21.652657142004124,0.5482017680404587,0.5430671850207242,0.6163884892711604,12.056120043181881,253,209.4823154808265,0.11457021080036953,174616,15.622298833999594,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214910_315398_09c6a7b0,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,8,8,04:04:04,21.574714296512475,0.5704738139830989,21.57646155805213,0.564939502412346,21.624313509352522,21.37027864216739,21.73774300716619,0.5483059102721183,0.544962026929178,0.6181535047480008,11.99628041803141,254,133.18489120619847,0.18020387167212565,274648,18.545436207999956,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214910_490343_4db0dd0a,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,8,8,04:02:00,21.51101566165878,0.5688101890175683,21.576296490428145,0.5635952794111424,21.583562796693826,21.365979802154207,21.587220621959258,0.5481748465135647,0.5427359053648801,0.6155198151742601,12.097567235484728,253,296.5990204981837,0.08091878726799362,123328,15.369797249999465,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214914_313036_662574b0,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,9,9,04:04:04,21.575478593900325,0.5699809794758437,21.576624463107194,0.5635235548499437,21.625361062871637,21.370393923934135,21.73892295513477,0.5479361308586478,0.5435901337068635,0.6184166738620199,11.988275809616542,254,133.18489120619847,0.18020387167212565,274648,18.992683416001455,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214915_247524_769b4c11,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,9,9,04:02:02,21.538819551458737,0.5692601037530899,21.577286690989087,0.5635148018466518,21.60121976010378,21.36787881328379,21.652694955392153,0.5480986013490183,0.5430959715031691,0.616585738407082,12.04759840696824,253,209.4823154808265,0.11457021080036953,174616,16.527817041000162,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214915_278763_60895f47,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,9,9,04:02:00,21.511839917528164,0.5688784572949446,21.576540837470723,0.5633954568719289,21.583742624166455,21.366718490244917,21.588779999937515,0.5481531549909362,0.5426705693014742,0.6158116475924234,12.088864617670628,253,296.5990204981837,0.08091878726799362,123328,15.80389599999944,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214918_145928_11c9c6c5,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,10,10,04:04:04,21.575820432999173,0.5700241310509417,21.576825869298865,0.5635570776985315,21.62555047047887,21.37051936108604,21.739656857266713,0.5479409538329134,0.5436256553689855,0.6185057839509261,11.985826707547732,254,133.18489120619847,0.18020387167212565,274648,18.585977583001295,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214919_411379_3da9f79e,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,10,10,04:02:02,21.539287267360997,0.5693063670293689,21.57764295804953,0.5635304210623031,21.601687575244878,21.367989927907534,21.653543374757227,0.5481798837286537,0.5430888667875543,0.6166503505718989,12.04491151366668,253,209.4823154808265,0.11457021080036953,174616,16.005720458000724,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214919_594343_b29c5812,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,10,10,04:02:00,21.512081274335245,0.5688569595612203,21.576625558553943,0.5633527937527035,21.58418447924464,21.366822530569255,21.5889651533519,0.5480968132540964,0.5426396653255734,0.615834400103991,12.086552153976303,253,296.5990204981837,0.08091878726799362,123328,16.00150012499944,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214922_013949_9bcc37b0,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,11,11,04:04:04,21.57580672816893,0.5700270616531847,21.576773553508804,0.5635288206289866,21.62570757082814,21.37047329504564,21.739503037989998,0.5479724092600948,0.5435902507301585,0.618518524969301,11.9852963111685,254,133.18489120619847,0.18020387167212565,274648,17.314372749999166,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214924_157248_8eb529d2,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,11,11,04:02:02,21.539261600756213,0.5692962402231752,21.577630304306847,0.5635134014444648,21.601616290784527,21.368067536221986,21.653453582414556,0.5481376508709468,0.5430765668424836,0.616674502956095,12.044398942061392,253,209.4823154808265,0.11457021080036953,174616,15.074631166999097,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214924_196105_124f186b,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,11,11,04:02:00,21.51220585603667,0.5688675358656093,21.576719222241707,0.5633468904688945,21.58412431525055,21.366886055589728,21.589338956759775,0.5480757788837044,0.5426481238634354,0.6158787048496882,12.085519492647883,253,296.5990204981837,0.08091878726799362,123328,13.873523958000078,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214929_128465_cf68c9c4,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,12,12,04:04:04,21.575897957689406,0.5700307918417148,21.576849978972085,0.5635269734489893,21.625813676195126,21.37050918097326,21.739639249214328,0.5479775341058072,0.5435888695910444,0.6185259718282927,11.985090178046526,254,133.18489120619847,0.18020387167212565,274648,18.63079800000014,12300049,12300049,12300049,34092,51594,51594
sweep_in_memory_IMG_5138_20260319_214930_873654_24a168b3,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,12,12,04:02:00,21.512236034623577,0.5688780153145742,21.576689989579485,0.5633574085450712,21.58427138023089,21.366895421286593,21.58927401792686,0.5481097543369845,0.5426446155806258,0.615879676026112,12.08542719749937,253,296.5990204981837,0.08091878726799362,123328,15.6199864170012,12300049,3101844,3101844,34092,13764,13764
sweep_in_memory_IMG_5138_20260319_214930_944407_cf50957d,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.17,0.17,12,12,04:02:02,21.539299605312003,0.5693030488644523,21.57767669104073,0.5635161827311883,21.601667861149213,21.36812488617169,21.653457199146068,0.5481455070406641,0.543075785282762,0.6166878542699306,12.04427381324186,253,209.4823154808265,0.11457021080036953,174616,16.617028208000193,12300049,6173173,6173173,34092,26586,26586
sweep_in_memory_IMG_5138_20260319_214933_615281_a64a0bcd,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,4,4,04:04:04,20.90506678034655,0.5419786570899624,21.103814771584148,0.5684851100338044,21.065074922131743,20.885678866114638,20.769538488123807,0.5154747173756703,0.548206439030605,0.562254814863612,14.645086087096876,255,134.39748686482713,0.17857798983791048,272170,18.33305716599898,12300049,12300049,12300049,32853,51594,51594
sweep_in_memory_IMG_5138_20260319_214934_685872_4af0ee66,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,4,4,04:02:02,20.784302721964284,0.5505609639026167,21.02514543775125,0.5582576104497706,20.96538440984398,20.750320125610514,20.64337173991474,0.5252309718584666,0.519628167398744,0.6068237524506394,14.916287780865947,254,212.49790284539148,0.11294432896615436,172138,16.532492124999408,12300049,6173173,6173173,32853,26586,26586
sweep_in_memory_IMG_5138_20260319_214935_712382_d806cc54,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,4,4,04:02:00,20.764212520883017,0.5470335268639969,21.003478202628326,0.5429465443638642,20.947916556891162,20.75657865774096,20.59530764414937,0.5123061138631897,0.5226805893616231,0.6061138773671778,14.873256999559082,251,302.6807116259826,0.07929290543377845,120850,16.28839833299935,12300049,3101844,3101844,32853,13764,13764
sweep_in_memory_IMG_5138_20260319_214938_380803_362ea16d,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,5,5,04:04:04,21.153676696823183,0.5558077686502567,21.190405897433312,0.5623108081353503,21.3042345272407,20.965938212603877,21.197777241901974,0.529515787595718,0.5285629454248839,0.6093445729301681,13.364111687627727,255,134.3955116947247,0.17858061434450323,272174,18.779179000001022,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_214939_052240_80c0dc84,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,5,5,04:02:02,21.124608323341892,0.54718315245477,21.194112264037173,0.5638494838033277,21.279843527964708,20.96583935153454,21.133831316849697,0.5341549505250892,0.5370288483628154,0.5703656584764052,13.466356586680455,253,212.49296511019972,0.11294695347274712,172142,17.02428916700046,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_214940_629435_8df28531,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,5,5,04:02:00,21.101725190802867,0.5465953430121994,21.20523797035899,0.5494220624125957,21.25335041441769,20.97913323933927,21.077124683309055,0.5374829747338532,0.5296441764479464,0.5726588778547982,13.483874949478247,253,302.67069356413526,0.07929552994037121,120854,16.466337791000115,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_214942_627521_f15e34a0,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,6,6,04:04:04,21.219500152755224,0.5583489948466829,21.24674396710922,0.5647606698320181,21.356018182169386,21.00824649340455,21.302367072011403,0.5322698068413654,0.540201252728245,0.6025759249704384,12.910782550224308,253,134.3955116947247,0.17858061434450323,272174,18.42488004200095,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_214945_467028_9b0a2b6c,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,6,6,04:02:00,21.163146618669693,0.5591189073683266,21.231761662320302,0.5582392581096253,21.32438443538215,21.00178791969002,21.169263244247997,0.5338528678565758,0.5334660944821288,0.6100377597662753,12.956867081644901,251,302.67069356413526,0.07929552994037121,120854,14.587361500000043,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_214945_486950_9b9fc7ab,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,6,6,04:02:02,21.18722647374113,0.5595994846940747,21.229565670841293,0.5495118066911572,21.342319762466776,20.99926206750437,21.22714402679116,0.5408753637990961,0.5272750148952391,0.6106480753878889,12.953049354065186,251,212.49296511019972,0.11294695347274712,172142,16.342765583000073,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_214947_641078_eaf6c69f,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,7,7,04:04:04,21.23514799603527,0.5605267977134797,21.247188454262105,0.5585379559401414,21.36895933348146,21.012232360385568,21.33321166300235,0.5331718673732796,0.5354845886809058,0.6129239370862536,12.765453340865667,254,134.3955116947247,0.17858061434450323,272174,16.691239875000974,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_214948_525304_734bc1c7,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,7,7,04:02:00,21.190116806705966,0.5586572606816679,21.24489219978912,0.5533466590104223,21.341453315820957,21.003896218526794,21.231857390209335,0.5364741080091872,0.5292581083639701,0.6102395656718461,12.762051515565073,253,302.67069356413526,0.07929552994037121,120854,13.831300083000315,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_214949_861929_165f13ca,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,7,7,04:02:02,21.213939485169707,0.5577042752471247,21.24720117738118,0.5527078821503065,21.348971969350103,21.006962665231377,21.293700808833698,0.5327446927940871,0.5289942486753924,0.6113738842718947,12.737433561709148,253,212.49296511019972,0.11294695347274712,172142,16.24133316699954,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_214953_794178_b6897c75,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,8,8,04:02:00,21.184587013646173,0.5572362038338436,21.24739341204775,0.5517472835970176,21.34042131093406,21.007075011916243,21.212796549302414,0.5333612304197227,0.5277184321587896,0.6106289489230184,12.754752817407827,253,302.67069356413526,0.07929552994037121,120854,14.733338750000257,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_214955_246773_f8ab71b6,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,8,8,04:04:04,21.242261645012917,0.5588981539685304,21.24711346387956,0.5530996714251801,21.378419143798038,21.011005887593402,21.346992630329108,0.5335217396840329,0.5299723372654954,0.6132003849560624,12.657751737204656,254,134.3955116947247,0.17858061434450323,272174,19.52975679100018,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_214955_477427_f5d65fa0,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,8,8,04:02:02,21.21004829713854,0.5576439804288141,21.248083147762742,0.55178098284749,21.356463538525364,21.00812129263939,21.273225887135673,0.5333980343127459,0.5280606810493416,0.6114732259243548,12.71461459776812,253,212.49296511019972,0.11294695347274712,172142,17.090117583000392,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_214958_921634_9b07e4ba,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,9,9,04:04:04,21.242861443189412,0.5583758754231585,21.247277778952316,0.5516583589257154,21.379296029589845,21.011095293390298,21.34786883452525,0.5331161698014564,0.5285745966131729,0.6134368598548463,12.650689217302148,254,134.3955116947247,0.17858061434450323,272174,18.286663749999207,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_215000_617590_973710e1,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,9,9,04:02:02,21.21037203999496,0.557663834492824,21.248275451410713,0.5516535565795612,21.356896525319033,21.00870230118991,21.273169026958435,0.53326896663688,0.528072982857172,0.6116495539844201,12.707104790861818,253,212.49296511019972,0.11294695347274712,172142,17.985809167001207,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_215002_594884_e1e4fce4,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,9,9,04:02:00,21.185306065663923,0.557286554375055,21.247512280154154,0.5515335781814186,21.3406439421938,21.007562950509104,21.214240065103137,0.5333232296949557,0.5276431657114837,0.6108932677187254,12.747143826023208,253,302.67069356413526,0.07929552994037121,120854,17.120939000000362,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_215005_202143_25b583f1,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,10,10,04:02:02,21.210783106553556,0.5577076491780963,21.248593830504596,0.5516656871772937,21.35729738178291,21.0087886039559,21.27393529118507,0.5333448629156108,0.5280632908443855,0.6117147937742927,12.70467829782376,253,212.49296511019972,0.11294695347274712,172142,17.553918749999866,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_215005_799401_a3a2ecd5,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,10,10,04:02:00,21.18549855211706,0.5572620804204477,21.24757848966347,0.5514883567318485,21.341003800007215,21.00767638765051,21.21435288819413,0.5332640831600043,0.5276111315760039,0.6109110265253346,12.745062564956537,253,302.67069356413526,0.07929552994037121,120854,17.270101084001,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_215006_016986_37bd4632,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,10,10,04:04:04,21.243165227434694,0.558417157055788,21.247436746142043,0.5516887205406026,21.37938804398084,21.01122730301308,21.348568513503263,0.5331179397942695,0.5286073674218468,0.613526163951248,12.64845915217939,254,134.3955116947247,0.17858061434450323,272174,20.523759416999383,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_215009_271483_eab31773,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,11,11,04:04:04,21.24313267751589,0.5584202595630811,21.247366536789535,0.551660842913563,21.37953092187892,21.01115032064952,21.34840980321941,0.533148469638603,0.5285710506090032,0.6135412584416371,12.647972415560874,254,134.3955116947247,0.17858061434450323,272174,19.403404124999724,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_215011_321630_b8bb3e33,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,11,11,04:02:00,21.185613223430014,0.5572734883401836,21.247643323265287,0.5514823135944256,21.340920179807586,21.007708949901417,21.21474627703373,0.5332429061801331,0.5276187580583562,0.6109588007820616,12.744070446787253,253,302.67069356413526,0.07929552994037121,120854,16.064140041999053,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_215011_425393_2f900b22,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,11,11,04:02:02,21.210712700870072,0.5576956335574678,21.24854524915339,0.5516450482704401,21.357199690952942,21.008831216993666,21.273771520802946,0.533302342329934,0.5280493973076071,0.611735161034862,12.704259087572787,253,212.49296511019972,0.11294695347274712,172142,17.62288104199979,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_215013_790013_313f107c,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,12,12,04:04:04,21.243211838287163,0.5584230375018416,21.24743741850686,0.5516581476952537,21.37962735524519,21.011187097369714,21.348517621716635,0.533152536498861,0.528569244066048,0.6135473319406161,12.647766419131953,254,134.3955116947247,0.17858061434450323,272174,18.304581666001468,12300049,12300049,12300049,32855,51594,51594
sweep_in_memory_IMG_5138_20260319_215015_554096_9e035991,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,12,12,04:02:00,21.185620947461096,0.5572820087986379,21.247606770880726,0.5514925082046539,21.341050129641662,21.00771255535586,21.214639598006976,0.5332744675851745,0.5276149502980167,0.6109566085127225,12.744027415814577,253,302.67069356413526,0.07929552994037121,120854,14.928244750000886,12300049,3101844,3101844,32855,13764,13764
sweep_in_memory_IMG_5138_20260319_215015_939600_9a32c9da,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.18,0.18,12,12,04:02:02,21.210749236745258,0.5577020623068564,21.248597564183815,0.5516483880230993,21.357261479071195,21.008877130750214,21.27377331733651,0.5333095052026007,0.5280474722332088,0.6117492094847594,12.704124417578246,253,212.49296511019972,0.11294695347274712,172142,16.999951833000523,12300049,6173173,6173173,32855,26586,26586
sweep_in_memory_IMG_5138_20260319_215020_108717_2fe75af0,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.19,0.19,4,4,04:02:00,20.38355860022541,0.5322686608797668,20.623412846050307,0.5273697834519666,20.701625002498876,20.352568378146994,20.116352571039478,0.49367396582377393,0.503864013644137,0.5992680031713894,15.723976048752835,255,309.9702054098027,0.07742819349962207,118008,14.301642749998791,12300049,3101844,3101844,31432,13764,13764
sweep_in_memory_IMG_5138_20260319_215021_119131_40ec58d3,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.19,0.19,4,4,04:02:02,20.40434586822192,0.5359815251814134,20.644721296389537,0.5427967823937783,20.72150194756794,20.34840485507328,20.161702760073204,0.5069633732668473,0.5008664200448651,0.6001147822325276,15.750176826131687,254,216.06514034590305,0.11107961703199798,169296,15.911645958000008,12300049,6173173,6173173,31432,26586,26586
sweep_in_memory_IMG_5138_20260319_215022_290752_a9b0598f,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.19,0.19,4,4,04:04:04,20.52513515423567,0.5277817367888455,20.736879660268407,0.5542191676691953,20.81236003508385,20.493927209090536,20.28527023068412,0.4968062186610825,0.5307692542761133,0.5557697374293409,15.478415811733644,255,135.81567456781323,0.1767132779037541,269328,19.68967424999937,12300049,12300049,12300049,31432,51594,51594
sweep_in_memory_IMG_5138_20260319_215026_815143_fb72e352,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.19,0.19,5,5,04:04:04,20.778482154145,0.5414715178816043,20.812526928498233,0.5477458102834929,21.035204098431905,20.5442915234143,20.769829204919592,0.510831582018843,0.5097522493760537,0.6038307222499163,14.182885215235785,255,135.81365749335393,0.17671590241034685,269332,20.78580491700086,12300049,12300049,12300049,31434,51594,51594
sweep_in_memory_IMG_5138_20260319_215029_781603_2cd4ef73,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.19,0.19,5,5,04:02:00,20.73393048067492,0.5324678600619042,20.828482458474063,0.5350199673958296,20.992153754921393,20.558645145234085,20.66269225246279,0.5191883565483036,0.5110212605495253,0.5671939630878835,14.290516148589065,254,309.95969901365964,0.07743081800621483,118012,18.447695666000072,12300049,3101844,3101844,31434,13764,13764
sweep_in_memory_IMG_5138_20260319_215029_783701_8aaa6429,sweep_in_memory_IMG_5138,IMG_5138.tiff,bior4.4,4,0.19,0.19,5,5,04:02:02,20.75297036183334,0.5328875167369528,20.816253187116807,0.549311748412756,21.011855787891292,20.543859776837856,20.716034191922134,0.5154901502971907,0.5182187672523079,0.5649536326613599,14.281428302416646,255,216.06003544004724,0.11108224153859074,169300,20.506297624999206,12300049,6173173,6173173,31434,26586,26586
